prompt,audio_url_a,audio_url_b,model_a,model_b,is_attention_check
"The low quality recording features an aggressive male vocal talking over synth pad chords, sustained, mellow female vocals and reverberant percussion. It sounds suspenseful and intense. The recording is noisy and in mono.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/S9-i_pqoUCw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/S9-i_pqoUCw_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a jazzy organ keys melody. The recording is in mono, noisy, muffled and slightly distorted.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/-VclCul6FrI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/-VclCul6FrI_seg2.wav,TF-MusicGen,SASS,FALSE
The song is an instrumental. The song is in medium tempo with a classical guitar playing a lilting melody in accompaniment style. The song is emotional and romantic. The song is a romantic instrumental song.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/KHjEIheD-Cg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/KHjEIheD-Cg_seg2.wav,SASS,TF-MusicGen,FALSE
"This music is a mellow, dulcet instrumental. The tempo is slow with a beautiful violin harmony, piano accompaniment and steady bassline with synthesiser arrangements. The music is serene, calming,soothing, sentimental,emotional, wistful,poignant,melancholic and euphonious. This song is an exquisite middle eastern instrumental.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/1FnT0RrfMEA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/1FnT0RrfMEA_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a jazz song that consists of a saxophone solo melody played over groovy piano, groovy double bass, shimmering hi hats and punchy snare. It sounds passionate and soulful, even though the recording is noisy and in mono.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/8sSV_vqOlS4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/8sSV_vqOlS4_seg2.wav,SASS,TF-MusicGen,FALSE
The excerpt is actually a song collage and it features third songs. In the first one a male voice is singing and the song has a dance feel to it. In the second song a male voice is singing and being backed by male voices at the same time. The instruments used are more close to the rock genre. The third song lasts for a few milliseconds and so it's hard to notice anything about it.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/oT6ud0OdR_E_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/oT6ud0OdR_E_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a live performance that consists of harmonizing female vocals singing over mellow piano and groovy trombone melody. There are some shoe tapping sounds from performers. It sounds fun, happy, joyful and the recording is in mono and noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/zbCqre50eLM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/zbCqre50eLM_seg2.wav,TF-MusicGen,SASS,FALSE
"A male vocalist sings this jazz  style melody. The tempo is fast with syncopated piano accompaniment, slick drumming, groovy bass line and rhythmic acoustic guitar. The music is energetic, ambient, mellow, pleasant with a dance groove.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/VHYxygh1STA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/VHYxygh1STA_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a live performance of a jazz song and it consists of a saxophone solo melody played over mellow keys chords, groovy bass, punchy snare and kick hits and shimmering hi hats. It sounds passionate and soulful.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Oe_xSG_ic-c_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Oe_xSG_ic-c_seg2.wav,SASS,TF-MusicGen,FALSE
This audio seems to contain two songs. In the beginning someone is strumming chords on acoustic drums while a male voice is singing in a high pitch. Then the song switches to a robotic voice sample singing. Then a digital drum comes in with a fat kick and bass sound creating the base together with the vocal sample. In the background you can hear scratching sounds. This song may be playing while working out.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/eZrrzGgTpfk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/eZrrzGgTpfk_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a squeaking sound, followed by shimmering bells. The recording is noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/qFTMEVccUMg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/qFTMEVccUMg_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a bossa nova cover of a rock song and it consists of soft female vocals, alongside wide harmonizing vocals, singing over shimmering cymbals, snappy rimshots, funky electric guitar chords, smooth bass and mellow synth keys melody. It sounds jazzy and easygoing, like something you would hear as a live performance in a high end restaurant or jazz club.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/KzydTOkZty8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/KzydTOkZty8_seg2.wav,SASS,TF-MusicGen,FALSE
"This meditation song features male voices chanting in deep, low voices. This is accompanied by synth sounds playing at different pitches. One of the synths plays a droning low pitch sound. The mid and higher register sounds play instruments sounding like wind instruments. The sounds produced are ambient sounds and have a dreamy feel. The song is relaxing and calming. This song can be played in a meditation center.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ac_8oRMgDz0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ac_8oRMgDz0_seg2.wav,TF-MusicGen,SASS,FALSE
"The Jazz song features a passionate solo acoustic guitar melody and acoustic rhythm guitar chords, followed by simple double bass. It sounds smooth and elegant, something you would hear in fancy restaurants or good jazz clubs.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/AmAThmRphk0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/AmAThmRphk0_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features harmonizing male vocals singing over a song played on playback, followed by a flat male vocal talking. At the end of the recording, there is a male laughter. It sounds fun and the recording is noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/hM88FG1_D5Q_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/hM88FG1_D5Q_seg2.wav,TF-MusicGen,SASS,FALSE
"This song is an instrumental. The tempo of the background music is slow , with electric guitar harmony and rhythmic drum with loud chaotic, dissonant sounds. The music is out of sync as the unidentifiable sounds are accelerated.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/bl-eQ8XD5CY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/bl-eQ8XD5CY_seg2.wav,TF-MusicGen,SASS,FALSE
"The Funk song features a flat male vocal singing over widely spread, funky electric guitar chords, groovy bass guitar and energetic drums. It gives off happy and fun vibes, as it is probably very good for dancing with your friends.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/OKquGBKOgME_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/OKquGBKOgME_seg2.wav,SASS,TF-MusicGen,FALSE
"This is a live recording of a symphonic orchestra. The recording quality is good, and every section is clearly audible. The music creates excitement and a feeling of needing to hurriedly get somewhere.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/EOaQnfDjVyo_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/EOaQnfDjVyo_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features fruity male vocals, alongside background crowd noise, talking, after which a trap song, that consists of passionate male vocal and addictive synth brass lead melody, starts playing. It sounds exciting and passionate.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/4l441DdEJfU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/4l441DdEJfU_seg2.wav,TF-MusicGen,SASS,FALSE
"This music is instrumental. The tempo is fast with synthesiser and electronic arrangements and a boomy bass.There are sounds of shooting, beeps, bombing, blasts and sirens in the background identical to a Video game music. The audio quality is inferior so the music is loud, jarring and unpleasant to the ears. The music is aggressive, boisterous, destructive and chaotic.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/JSdALuTneBM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/JSdALuTneBM_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a live performance of traditional music and it consists of harmonizing female vocals singing over shimmering hi hats and tambourine hits, fat snare, boomy kick, groovy bass and short strings melody. The stereo image is unbalanced as the vocals are leaning towards the right channel of the stereo image. It sounds soulful and happy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/1i1sbQOILb0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/1i1sbQOILb0_seg2.wav,TF-MusicGen,SASS,FALSE
"This song is a percussion instrumental. The tempo is fast with intense and rapid drum rhythm along with sound rhythmic clashing of cymbals with sound of clapping in the background and a man grunting. The music is animated,vigorous ,energetic, and enthusiastic.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/jUJNETNCxh0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/jUJNETNCxh0_seg2.wav,SASS,TF-MusicGen,FALSE
This is a drum cover of a hard rock/alternative metal music piece. There is a male vocalist singing melodically in the lead. The main tune is being played by the distorted electric guitar. There is a bass guitar playing in the background. The rhythmic background consists of a simple but loud rock acoustic drum beat. The atmosphere is aggressive.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/FCvs17jk10A_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/FCvs17jk10A_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a live performance of a flamenco song sung by passionate male vocalists and followed by aggressive strumming of flamenco rhythm guitar. It is reverberant and noisy, as it was probably recorded with a phone, and it sounds passionate and emotional.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/gxzU5EqNL14_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/gxzU5EqNL14_seg2.wav,SASS,TF-MusicGen,FALSE
"This is a broken beat music piece with jazz funk influences. There is a repeating hollering female vocal sample. There is a keyboard and a synth bass playing the melody. In the background, there is an electronic drum beat and percussive elements. This piece has a groovy atmosphere. It is danceable. It could be playing in the background of a nightclub at earlier hours or at a coffee house.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/5gyMt0YzPQ0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/5gyMt0YzPQ0_seg2.wav,TF-MusicGen,SASS,FALSE
This is a new age piece. There is a flute playing the main melody with a lot of staccato notes. The rhythmic background consists of a medium tempo electronic drum beat with percussive elements all over the spectrum. There is a playful atmosphere to the piece. This piece can be used in the soundtrack of a children's TV show or an advertisement jingle.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/xBDcJKb-9vk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/xBDcJKb-9vk_seg2.wav,SASS,TF-MusicGen,FALSE
"The music excerpt features a big band playing. The trumpets play a repeating melody, and thus, stand out the most. Throughout this passage one can hear sounds made by the shoes of tap dancers. The quality of the audio recording is not so good and this leads me to believe it was recorded at a live tap dancing show.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/LByEH80c6Eg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/LByEH80c6Eg_seg2.wav,SASS,TF-MusicGen,FALSE
Ambient sound still in the room with a mild background music playing.  A male singer sings a passionate melody with subtle background music. The audio quality is very poor with drawer sliding sound and general noise.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/-SWaCArvQug_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/-SWaCArvQug_seg2.wav,TF-MusicGen,SASS,FALSE
This audio contains a lot of people playing a complex snare roll groove in synchronicity along with people playing bass drums. The bass drums are overloading the speakers of the recording. This composition may be playing for an army celebration.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/duMRKOb4E2w_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/duMRKOb4E2w_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a metal song that consists of female opera vocal singing over double pedal kick, punchy snare, energetic cymbals, wide electric guitar melody and groovy bass guitar. It sounds aggressive, energetic and upbeat.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/4QJktFv916o_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/4QJktFv916o_seg2.wav,SASS,TF-MusicGen,FALSE
"This clip features an electric guitar played through a distortion effects pedal. At the beginning, the sound is open. The guitar plays a power chord using down strokes. After changing settings on the pedal, a chord is strummed and then arpeggiated notes are played. This produces a 'closed' sound. There are no voices in this song. There are no other instruments in this clip. This clip can be played in a demo video of the distortion effect pedal.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/6OVb3rjcB3Q_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/6OVb3rjcB3Q_seg2.wav,TF-MusicGen,SASS,FALSE
This slow jazz song features male voices singing the main melody in harmony. This is accompanied by percussion playing a simple beat. The double bass plays the root notes of the chords. Trumpets play a fill in harmony in between lines. A piano plays an arpeggiated chord at the end of the first line. This song has a romantic mood. This song can be played in a classic romantic movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/-XkbErI_7EU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/-XkbErI_7EU_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a traditional song that consists of a flat male vocal singing over shimmering hi hats, strings melody and wooden percussion, while a male vocal is mocking them. It sounds groovy, funny and it gives off happy vibes.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/PnJx0uLJ_oE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/PnJx0uLJ_oE_seg2.wav,TF-MusicGen,SASS,FALSE
"This instrumental song features a guitar playing a lick. This is a joyful melody played on the guitar with a delay effect. There is no percussion and no other instruments in this song. There are no voices in this song. At the end, the noise threshold of the guitar is crossed and the hum can be heard. This song is relaxing and can be played in a coffee shop.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/fAfk9yrGhWw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/fAfk9yrGhWw_seg2.wav,TF-MusicGen,SASS,FALSE
"A male vocalist sings the Lord’s Prayer. The tempo is medium with Keyboard harmony, steady drumming, groovy basslines, rhythmic guitar,beat of shakers, vocal backup and a trumpet flourish. The music is simple, rhythmic, pleasant, catchy, soulful and punchy Reggae. There are sounds of people clapping and cheering in the background indicating that this is a live performance.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/blsYgo-B1k8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/blsYgo-B1k8_seg2.wav,TF-MusicGen,SASS,FALSE
The vocalist raps in a way that is more like a spoken story. The song is upbeat and energetic. The genre of music would be suitably described as rave or jungle music. It's an intense feeling song. The drum beat is simple and comes underneath a variety of sound effects like sirens and beeps.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/g0AXzsecS5M_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/g0AXzsecS5M_seg2.wav,TF-MusicGen,SASS,FALSE
"The song is mostly instrumental with a faint male vocal. The song is medium tempo with a slick drumming rhythm , booming bass line, siren tones and a keyboard playing  arpeggiated tones. The song is followed by camera flash and click tones. The song is exciting with a lot of fanfare. The song is fading with the end credits superimposed with camera flash tones.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/0LLlcPiatiU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/0LLlcPiatiU_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a reverberant male vocal yodeling over acoustic rhythm guitar and smooth double bass, both located in the right channel of the stereo image. It sounds passionate, fun and happy - like something you would try to sing to when you are in a good mood.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/LybSS4amIS0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/LybSS4amIS0_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a live performance of folk songs played by flute, strings and energetic drums. The recording is noisy and in mono, as the audio is crackling and it sounds energetic and kind of addictive thanks to that flute and strings melody.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/4mtfOkzOvBI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/4mtfOkzOvBI_seg2.wav,TF-MusicGen,SASS,FALSE
"This song contains an acoustic drum playing a simple rock groove with an e-bass playing a bassline along with the e-guitar strumming chords on the same notes as the bass. A deep male voice is singing, almost streaming sounding wild and loud. Then a synth pad comes in playing a melody panned to the left side of the speaker. This song may be playing at a rock festival.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/AHmcuClSTL4_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/AHmcuClSTL4_seg2.wav,SASS,TF-MusicGen,FALSE
The audio contains a female voice singing carnatic tones/melody over a shrutibox/drone sound. The audio quality is decent but contains a lot of white noise. It's assumed that this is an amateur recording. This song may be playing at a music teacher's home demonstrating scales to a student.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ad6UhYwTXXQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ad6UhYwTXXQ_seg2.wav,SASS,TF-MusicGen,FALSE
This is the recording of a flute lesson. There is a male voice speaking in an instructive manner on the technique of embouchure.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/HpkPTa1fQDE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/HpkPTa1fQDE_seg2.wav,TF-MusicGen,SASS,FALSE
"A male opera singer sings this majestic operatic song with a philharmonic orchestra accompaniment, trumpets blaring, string section accompaniment and a strong rhythm section with loud timpani playing. The song is energetic and dramatic. The song is a movie soundtrack and western classic song with poor audio quality.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Pf9AaTV4-yw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Pf9AaTV4-yw_seg2.wav,SASS,TF-MusicGen,FALSE
"This audio clip features the sound produced at a particular frequency by a Tibetan singing bowl. This produces a continuous ringing sound. Toward the end of the clip, some other animal sounds can be heard. There are no other instruments in this song. This song can be played at a meditation center.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/-JVWfFPBl84_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/-JVWfFPBl84_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a mixed background vocals singing over acoustic rhythm guitar. There is also a child talking over the song. The recording is noisy and muffled, but it sounds fun and happy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/jqiD3VeM_hY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/jqiD3VeM_hY_seg2.wav,SASS,TF-MusicGen,FALSE
This is a Christian gospel music piece. There is a male vocalist singing melodically at the forefront. The simple tune is being played by a mellow acoustic guitar. The piece has a deep and passionate atmosphere. It could be used in Christian religious events and gatherings. It could also be used in the background of Christian social media content.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/0jFQ21A6GRA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/0jFQ21A6GRA_seg2.wav,TF-MusicGen,SASS,FALSE
"The cinematic music features a violin solo with a light accompaniment by a string section. The solo repeats the same, simple theme several times. There's duck sounds playing in the background. The music sounds like a very old tv show soundtrack.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Th6Tf6kA8RU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Th6Tf6kA8RU_seg2.wav,SASS,TF-MusicGen,FALSE
This pop song starts off with the backing singers singing vocables in harmony. This is backed by percussion playing a simple beat. The bass plays a flourish ending on the root note of the next chord. The string section plays high pitched notes. The piano plays a flourish of ascending notes before the main female voice starts to sing the main melody. This is accompanied by the percussion continuing with the simple beat. The string section fades away. The bass plays a descending walk down and ends on a high note. This song has a romantic feel. This song can be played in a romantic movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/6QHfXuVLhe0_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/6QHfXuVLhe0_seg2.wav,TF-MusicGen,SASS,FALSE
This raaga music features a male singer. This is accompanied by twinkling sounds made by bells at different frequencies. There is a synth playing a wind-like sound in the background. There are no other instruments in this song. This song has a religious chanting feel. This song can be played for a meditation session. The mood of this song is peaceful.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/CrjSYvGWusQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/CrjSYvGWusQ_seg2.wav,SASS,TF-MusicGen,FALSE
This slow pop ballad features two cellos playing in harmony. One cello plays the high notes. The second cello plays the bass notes. This is accompanied by a piano playing chords in the background. The mood of this song is romantic. There are no voices in this song. This song can be played in a romantic movie.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/fpdgtpBOh-c_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/fpdgtpBOh-c_seg2.wav,TF-MusicGen,SASS,FALSE
"This song features synth sounds. There is no particular melody. There is no percussion and no voices. This sounds like sounds from outer space. When the first note is played, a ring modulated sound is played in the background. The same pattern is found in the third, fourth and fifth notes. This song can be played in a movie featuring an outer space theme.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/n3QsFeGadEE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/n3QsFeGadEE_seg2.wav,TF-MusicGen,SASS,FALSE
"The song is an instrumental. The tempo is medium with a groovy bass line, keyboard accompaniment, percussive bass line , steady drumming drumming  and other percussion hits. The song is a pop song cover with a bad audio quality.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Pgpd1yxLcLI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Pgpd1yxLcLI_seg2.wav,SASS,TF-MusicGen,FALSE
"The Regional Mexican song features a soft piano melody, rhythm acoustic guitar, smooth bass, addictive brass melody and passionate male vocal singing on top of it. It sounds soft, mellow, passionate and emotional.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/7FHzw4HV75Y_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/7FHzw4HV75Y_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features an aggressive, distorted car engine revving sound effect and layered sustained string and synth lead riser in the background. There are some wide crackling noises, which, besides a slight distortion of the actual sound, is making this sound lower in quality.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ywuR9AfpA_E_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ywuR9AfpA_E_seg2.wav,SASS,TF-MusicGen,FALSE
"This is a gear review jam video. There is a male voice describing the tone that he achieves from using an amp with the electric guitar. The said amp applies an echo effect to the electric guitar, making it sound more dreamy. The performer is playing a simple tune. This piece could be sampled for use in an advertisement jingle or in beat-making.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ihJT65fZaHY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ihJT65fZaHY_seg2.wav,TF-MusicGen,SASS,FALSE
The music excerpt features a kind of vinyl scratch solo. At one point a male voice intervention can be heard that's similar to the sound one makes when he's being punched in the stomach. In the background a drum beat runs in loop.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/_HXMIdSiOMA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/_HXMIdSiOMA_seg2.wav,TF-MusicGen,SASS,FALSE
"The song is an instrumental. The tempo is variable with two different soundtracks with snare play, sitar accompaniment, techno drumming and keyboard accompaniment. The song is a techno dance rhythm. The audio has average audio quality.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/W5BB6pubJZI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/W5BB6pubJZI_seg2.wav,TF-MusicGen,SASS,FALSE
"This music is an intense instrumental. The tempo is medium with an incessant droning of the didgeridoo, stringed instrument riff, and synthesised sounds like metallic sounds,menacing grunts, roars, echoes, resonance and bells ringing in the distance. The music is intense, sinister, dangerous, anticipatory, burgeoning, spooky and hostile. This is an Electro Trap.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Cy3HWnwMLyI_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Cy3HWnwMLyI_seg2.wav,SASS,TF-MusicGen,FALSE
"A male vocalist sings this aggressive song. The tempo is medium fast with electronic music; vigorous drumming, cymbal ride; synthesiser arrangements, distorted menacing vocals and electronic music. The song is angry, aggressive, sinister, menacing, spine-chilling and chaotic. This song is a Goth Rock/Hard Metal song.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/M2iOUwFHv9Q_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/M2iOUwFHv9Q_seg2.wav,TF-MusicGen,SASS,FALSE
Someone is strumming an acoustic guitar while a male voice is singing along. This may be playing at a bonfire.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/em7akjDUsWk_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/em7akjDUsWk_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a hip hop song that consists bright, widely spread steel guitar melody, tinny muffled percussive elements, shimmering triangle, reverberant flute melody, claps, soft kick hits, mellow synth pad and groovy bass that glues everything together. It sounds kind of dull, but groovy, energetic and tropical - thanks to those flute and guitar melodies.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/HS_ikHx4LIQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/HS_ikHx4LIQ_seg2.wav,TF-MusicGen,SASS,FALSE
"This song is an animated vocalisation. The tempo is fast with a lively piano accompaniment, accordion harmony, cello rhythm, hard hitting drums, groovy bass lines, hand percussion beats and xylophone. The music is upbeat, energetic,enthusiastic, high-spirited and vivacious. This is a live performance with ambient sounds of people talking and general bustling. The audio quality is inferior. This song is a live Pop.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/qXSG2uq2tNw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/qXSG2uq2tNw_seg2.wav,TF-MusicGen,SASS,FALSE
Someone is playing an instrument sounding like a bowl/pad/whale singing in a metallic tone with a long sustain and shifting in pitch. This song may be playing in a horror-movie scene. This is an amateur recording.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/AjjQqd0eLzw_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/AjjQqd0eLzw_seg2.wav,SASS,TF-MusicGen,FALSE
